13061008;Volksbank Wolgast;GENODEF1WOG;32
13061028;Volksbank Raiffeisenbank ehem VB Greifswald;GENODEF1GW1;32
13061078;Volks- und Raiffeisenbank;GENODEF1HWI;32
13061088;Raiffeisenbank Wismar -alt-;GENODEF1HWR;32
13061128;Raiffeisenbank;GENODEF1DBR;32
13070000;Deutsche Bank;DEUTDEBRXXX;63
13070024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDBROS;63
13080000;Commerzbank vormals Dresdner Bank;DRESDEFF130;76
13090000;Rostocker Volks- und Raiffeisenbank;GENODEF1HR1;32
13091054;Pommersche Volksbank;GENODEF1HST;32
13091084;Volksbank Wismar -alt-;GENODEF1HWV;06
14040000;Commerzbank;COBADEFFXXX;13
14051000;Sparkasse Mecklenburg-Nordwest;NOLADE21WIS;20
14051362;Sparkasse Parchim-Lübz;NOLADE21PCH;20
14051462;Sparkasse Schwerin -alt-;NOLADE21SNS;C0
14052000;Sparkasse Mecklenburg-Schwerin;NOLADE21LWL;20
14061308;Volks- und Raiffeisenbank;GENODEF1GUE;32
14061438;Raiffeisen-Volksbank -alt-;GENODEF1GDB;32
14080000;Commerzbank vormals Dresdner Bank;DRESDEFF140;76
14080011;Commerzbank vormals Dresdner Bank Zw W;DRESDEFFI27;76
14091464;VR-Bank;GENODEF1SN1;32
15000000;Bundesbank;MARKDEF1150;09
15040068;Commerzbank;COBADEFFXXX;13
15050100;Müritz-Sparkasse;NOLADE21WRN;20
15050200;Sparkasse Neubrandenburg-Demmin;NOLADE21NBS;20
15050400;Sparkasse Uecker-Randow;NOLADE21PSW;20
15050500;Sparkasse Vorpommern;NOLADE21GRW;20
15051732;Sparkasse Mecklenburg-Strelitz;NOLADE21MST;C0
15061618;Raiffeisenbank Mecklenburger Seenplatte;GENODEF1WRN;32
15061638;Volksbank Raiffeisenbank;GENODEF1ANK;32
15061698;Raiffeisenbank Malchin;GENODEF1MAL;32
15080000;Commerzbank vormals Dresdner Bank;DRESDEFF150;76
15091674;Volksbank Demmin;GENODEF1DM1;06
15091704;VR-Bank Uckermark-Randow;GENODEF1PZ1;06
16010111;SEB;ESSEDE5F160;13
16010300;Investitionsbank des Landes Brandenburg;ILBXDE8XXXX;09
16020086;UniCredit Bank - HypoVereinsbank;HYVEDEMM470;99
16040000;Commerzbank;COBADEFFXXX;13
16050000;Mittelbrandenburgische Sparkasse in Potsdam;WELADED1PMB;20
16050101;Sparkasse Prignitz;WELADED1PRP;20
16050202;Sparkasse Ostprignitz-Ruppin;WELADED1OPR;20
16050500;LBS Ostdeutsche Landesbausparkasse;LBSODEB1XXX;09
16060122;Volks- und Raiffeisenbank Prignitz;GENODEF1PER;32
16061938;Raiffeisenbank Ostprignitz-Ruppin;GENODEF1NPP;32
16062008;VR-Bank Fläming;GENODEF1LUK;28
16062073;Brandenburger Bank;GENODEF1BRB;32
16080000;Commerzbank vormals Dresdner Bank;DRESDEFF160;76
16091994;Volksbank Rathenow;GENODEF1RN1;32
17020086;UniCredit Bank - HypoVereinsbank;HYVEDEMM471;99
17040000;Commerzbank;COBADEFFXXX;13
17052000;Sparkasse Barnim;WELADED1GZE;20
17052302;Stadtsparkasse Schwedt;WELADED1UMX;C0
17054040;Sparkasse Märkisch-Oderland;WELADED1MOL;20
17055050;Sparkasse Oder-Spree;WELADED1LOS;20
17056060;Sparkasse Uckermark;WELADED1UMP;20
17062428;Raiffeisenbank-Volksbank Oder-Spree;GENODEF1BKW;32
17080000;Commerzbank vormals Dresdner Bank;DRESDEFF170;76
17092404;VR Bank Fürstenwalde Seelow Wriezen;GENODEF1FW1;32
18020086;UniCredit Bank - HypoVereinsbank;HYVEDEMM472;99
18040000;Commerzbank;COBADEFFXXX;13
18050000;Sparkasse Spree-Neiße;WELADED1CBN;20
18051000;Sparkasse Elbe-Elster;WELADED1EES;20
18055000;Sparkasse Niederlausitz;WELADED1OSL;20
18062678;VR Bank Lausitz;GENODEF1FWA;32
18062758;VR Bank Forst;GENODEF1FOR;32
18080000;Commerzbank vormals Dresdner Bank;DRESDEFF180;76
18092684;Spreewaldbank;GENODEF1LN1;32
18092744;Volksbank Spree-Neiße;GENODEF1SPM;32
20000000;Bundesbank;MARKDEF1200;09
20010020;Postbank (Giro);PBNKDEFFXXX;24
20010111;SEB;ESSEDE5F200;13
20010424;Aareal Bank;AARBDE5W200;09
20020200;SEB Merchant Bank Hamburg;ESSEDEFFHAM;09
20020500;Jyske Bank Fil Hamburg;JYBADEHHXXX;09
20020900;Signal Iduna Bauspar;SIBSDEHHXXX;09
20030000;UniCredit Bank - HypoVereinsbank;HYVEDEMM300;68
20030133;Varengold Bank;VGAGDEHHXXX;10
20030300;DONNER & REUSCHEL;CHDBDEHHXXX;09
20030400;Marcard, Stein & Co Bankiers;MCRDDEHHXXX;C3
20030600;Sydbank Fil Hamburg;SYBKDE22HAM;19
20030700;Merck Finck & Co;MEFIDEMM200;10
20030900;Bankhaus Wölbern & Co;WOELDEHHXXX;06
20040000;Commerzbank;COBADEHHXXX;13
20040020;Commerzbank, CC SP;COBADEFFXXX;09
20040040;Commerzbank GF RME;COBADEFFXXX;13
20040048;Commerzbank GF-H48;COBADEFFXXX;13
20040050;Commerzbank GF COC;COBADEFFXXX;13
20040060;Commerzbank Gf 260;COBADEFFXXX;09
20040061;Commerzbank Gf 261;COBADEFFXXX;09
20040062;Commerzbank CC;COBADEFFXXX;09
20040063;Commerzbank CC;COBADEFFXXX;09
20041111;comdirect bank;COBADEHDXXX;13
20041133;comdirect bank;COBADEHD001;13
20041144;comdirect bank;COBADEHD044;13
20041155;comdirect bank;COBADEHD055;13
20050000;HSH Nordbank Hamburg;HSHNDEHH200;C5
20050550;Hamburger Sparkasse;HASPDEHHXXX;00
20060000;DZ BANK;GENODEFF200;09
20069111;Norderstedter Bank;GENODEF1NDR;32
20069125;Kaltenkirchener Bank;GENODEF1KLK;33
20069130;Raiffeisenbank;GENODEF1BBR;32
20069144;Raiffeisenbank;GENODEF1SST;33
20069177;Raiffeisenbank Südstormarn Mölln;GENODEF1GRS;32
20069232;Raiffeisenbank;GENODEF1STV;33
20069641;Raiffeisenbank Owschlag;GENODEF1OWS;33
20069780;Volksbank Ahlerstedt;GENODEF1AST;28
20069782;Volksbank Geest;GENODEF1APE;28
20069786;Volksbank Kehdingen Zndl. der Ostfriesischen Volksbank;GENODEF1DRO;28
20069800;Spar- und Kreditbank;GENODEF1HAA;28
20069812;Volksbank Fredenbeck-Oldendorf;GENODEF1FRB;28
20069815;Volksbank;GENODEF1815;28
20069861;Raiffeisenbank;GENODEF1RRZ;33
20069882;Raiffeisenbank Travemünde -alt-;GENODEF1RLT;33
20069965;Volksbank Winsener Marsch;GENODEF1WIM;28
20069989;Volksbank Wulfsen;GENODEF1WUL;28
20070000;Deutsche Bank;DEUTDEHHXXX;63
20070024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDBHAM;63
20080000;Commerzbank vormals Dresdner Bank;DRESDEFF200;76
20080055;Commerzbank vormals Dresdner Bank Zw 55;DRESDEFF207;76
20080057;Commerzbank vormals Dresdner Bank Gf ZW 57;DRESDEFF208;76
20080085;Commerzbank vormals Dresdner Bank Gf PCC DCC-ITGK 2;DRESDEFFI56;09
20080086;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 3;DRESDEFFI63;09
20080087;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 4;DRESDEFFI64;09
20080088;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 5;DRESDEFFI74;09
20080089;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 6;DRESDEFFI75;09
20080091;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 7;DRESDEFFJ33;09
20080092;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 8;DRESDEFFJ34;09
20080093;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 9;DRESDEFFJ35;09
20080094;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 10;DRESDEFFJ36;09
20080095;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 11;DRESDEFFJ37;09
20089200;Commerzbank vormals Dresdner Bank ITGK;DRESDEFFI06;09
20090400;Deutsche Genossenschafts-Hypothekenbank;DGHYDEH1XXX;09
20090500;netbank;GENODEF1S15;81
20090602;apoBank;DAAEDED1002;A4
20090700;Edekabank;EDEKDEHHXXX;50
20090745;EBANK Gf Cash;EDEKDEHHXXX;50
20090900;PSD Bank Nord;GENODEF1P08;91
20110022;Postbank (Spar);PBNKDEFFXXX;09
20110700;Bank of Tokyo-Mitsubishi UFJ, The -;BOTKDEH1XXX;09
20110800;Bank of China Fil Hamburg;BKCHDEFFHMB;09
20120000;Joh. Berenberg, Gossler & Co;BEGODEHHXXX;00
20120100;M.M.Warburg & CO;WBWCDEHHXXX;58
20120200;BHF-BANK;BHFBDEFF200;60
20120400;Deutscher Ring Bausparkasse;DRBKDEH1XXX;E0
20120600;Goyer & Göppel;GOGODEH1XXX;09
20120700;Hanseatic Bank;HSTBDEHHXXX;16
20130400;GRENKE BANK;GREBDEH1XXX;00
20130600;Barclaycard Barclays Bank;BARCDEHAXXX;09
20133300;Santander Consumer Bank;SCFBDE33XXX;09
20190003;Hamburger Volksbank;GENODEF1HH2;10
20190109;Volksbank Stormarn;GENODEF1HH4;48
20190206;Volksbank Hamburg Ost-West -alt-;GENODEF1HH1;10
20190301;Vierländer Volksbank;GENODEF1HH3;10
20190800;MKB Mittelstandskreditbank;GENODEF1MKB;28
20210200;Bank Melli Iran;           ;19
20210300;Bank Saderat Iran;           ;09
20220100;DNB Bank ASA - Filiale Deutschland;DNBADEHXXXX;09
20220400;Warburg, M.M. - Hypothekenbank;MMWHDEH1XXX;09
20230300;Schröder, Otto M. - Bank;OSCBDEH1XXX;09
20230600;Isbank Fil Hamburg;ISBKDEFXHAM;06
20230800;Max Heinr. Sutor;MHSBDEHBXXX;09
20310300;Europäisch-Iranische Handelsbank;           ;06
20320500;Danske Bank;DABADEHHXXX;09
20690500;Sparda-Bank Hamburg;GENODEF1S11;D5
20730001;UniCredit Bank - HVB Settlement EAC01;HYVEDEMME01;09
20730002;UniCredit Bank - HVB Settlement EAC02;HYVEDEMME02;09
20730003;UniCredit Bank - HVB Settlement EAC03;HYVEDEMME03;09
20730004;UniCredit Bank - HVB Settlement EAC04;HYVEDEMME04;09
20730005;UniCredit Bank - HVB Settlement EAC05;HYVEDEMME05;09
20730006;UniCredit Bank - HVB Settlement EAC06;HYVEDEMME06;09
20730007;UniCredit Bank - HVB Settlement EAC07;HYVEDEMME07;09
20730008;UniCredit Bank - HVB Settlement EAC08;HYVEDEMME08;09
20730009;UniCredit Bank - HVB Settlement EAC09;HYVEDEMME09;09
20730010;UniCredit Bank - HVB Settlement EAC10;HYVEDEMME10;09
20730011;UniCredit Bank - HVB Settlement EAC11;HYVEDEMME11;09
20730012;UniCredit Bank - HVB Settlement EAC12;HYVEDEMME12;09
20730013;UniCredit Bank - HVB Settlement EAC13;HYVEDEMME13;09
20730014;UniCredit Bank - HVB Settlement EAC14;HYVEDEMME14;09
20730015;UniCredit Bank - HVB Settlement EAC15;HYVEDEMME15;09
20730016;UniCredit Bank - HVB Settlement EAC16;HYVEDEMME16;09
20730017;UniCredit Bank - HVB Settlement EAC17;HYVEDEMME17;09
20730018;UniCredit Bank - HVB Settlement EAC18;HYVEDEMME18;09
20730019;UniCredit Bank - HVB Settlement EAC19;HYVEDEMME19;09
20730020;UniCredit Bank - HVB Settlement EAC20;HYVEDEMME20;09
20730021;UniCredit Bank - HVB Settlement EAC21;HYVEDEMME21;09
20730022;UniCredit Bank - HVB Settlement EAC22;HYVEDEMME22;09
20730023;UniCredit Bank - HVB Settlement EAC23;HYVEDEMME23;99
20730024;UniCredit Bank - HVB Settlement EAC24;HYVEDEMME24;09
20730025;UniCredit Bank - HVB Settlement EAC25;HYVEDEMME25;09
20730026;UniCredit Bank - HVB Settlement EAC26;HYVEDEMME26;09
20730027;UniCredit Bank - HVB Settlement EAC27;HYVEDEMME27;09
20730028;UniCredit Bank - HVB Settlement EAC28;HYVEDEMME28;09
20730029;UniCredit Bank - HVB Settlement EAC29;HYVEDEMME29;09
20730030;UniCredit Bank - HVB Settlement EAC30;HYVEDEMME30;09
20730031;UniCredit Bank - HVB Settlement EAC31;HYVEDEMME31;09
20730032;UniCredit Bank - HVB Settlement EAC32;HYVEDEMME32;09
20730033;UniCredit Bank - HVB Settlement EAC33;HYVEDEMME33;09
20730034;UniCredit Bank - HVB Settlement EAC34;HYVEDEMME34;09
20730035;UniCredit Bank - HVB Settlement EAC35;HYVEDEMME35;09
20730036;UniCredit Bank - HVB Settlement EAC36;HYVEDEMME36;09
20730037;UniCredit Bank - HVB Settlement EAC37;HYVEDEMME37;09
20730038;UniCredit Bank - HVB Settlement EAC38;HYVEDEMME38;09
20730039;UniCredit Bank - HVB Settlement EAC39;HYVEDEMME39;09
20730040;UniCredit Bank - HVB Settlement EAC40;HYVEDEMME40;09
20750000;Sparkasse Harburg-Buxtehude;NOLADE21HAM;00
21000000;Bundesbank;MARKDEF1210;09
21010111;SEB;ESSEDE5F210;13
21020600;Sydbank Filiale Kiel;SYBKDE22KIE;19
21040010;Commerzbank;COBADEFFXXX;13
21042076;Commerzbank;COBADEFFXXX;13
21050000;HSH Nordbank Hamburg, Kiel;HSHNDEHHXXX;C5
21050170;Förde Sparkasse;NOLADE21KIE;74
21051275;Bordesholmer Sparkasse;NOLADE21BOR;A2
21051580;Sparkasse Kreis Plön -alt-;NOLADE21PLN;00
21052090;Sparkasse Eckernförde -alt-;NOLADE21ECK;00
21060237;Evangelische Darlehnsgenossenschaft -alt-;GENODEF1EDG;33
21070020;Deutsche Bank;DEUTDEHH210;63
21070024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDB210;63
21080050;Commerzbank vormals Dresdner Bank;DRESDEFF210;76
21089201;Commerzbank vormals Dresdner Bank ITGK;DRESDEFFI07;09
21090007;Kieler Volksbank;GENODEF1KIL;10
21090619;apoBank;DAAEDED1019;A4
21090900;PSD Bank Kiel;GENODEF1P11;91
21092023;Eckernförder Bank Volksbank-Raiffeisenbank;GENODEF1EFO;48
21210111;SEB;ESSEDE5F212;13
21240040;Commerzbank;COBADEFFXXX;13
21241540;Commerzbank;COBADEFFXXX;13
21261089;Raiffeisenbank -alt-;GENODEF1WAS;33
21261227;Raiffbk Kl-Kummerfeld -alt-;GENODEF1BOO;33
21270020;Deutsche Bank;DEUTDEHH212;63
21270024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDB212;63
21280002;Commerzbank vormals Dresdner Bank;DRESDEFF212;76
21290016;VR Bank Neumünster;GENODEF1NMS;48
21340010;Commerzbank;COBADEFFXXX;13
21352240;Sparkasse Holstein;NOLADE21HOL;A7
21390008;VR Bank Ostholstein Nord-Plön;GENODEF1NSH;32
21392218;Volksbank Eutin Raiffeisenbank;GENODEF1EUT;33
21440045;Commerzbank;COBADEFFXXX;13
21450000;Sparkasse Mittelholstein Rendsburg;NOLADE21RDB;C2
21451205;Sparkasse Büdelsdorf -alt-;NOLADE21BDF;00
21452030;Sparkasse Hohenwestedt;NOLADE21HWS;A2
21463603;Volksbank-Raiffeisenbank im Kreis Rendsburg;GENODEF1NTO;32
21464671;Raiffeisenbank;GENODEF1TOB;33
21480003;Commerzbank vormals Dresdner Bank;DRESDEFF214;76
21510600;Sydbank Filiale Flensburg;SYBKDE22XXX;19
21520100;Union-Bank Flensburg;UNBNDE21XXX;06
21540060;Commerzbank;COBADEFFXXX;13
21565316;Raiffeisenbank;GENODEF1HDW;33
21567360;Raiffeisenbank Kleinjörl -alt-;GENODEF1KJO;33
21570011;Deutsche Bank;DEUTDEHH215;63
21570024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDB215;63
21580000;Commerzbank vormals Dresdner Bank;DRESDEFF215;76
21661719;VR Bank Flensburg-Schleswig;GENODEF1RSL;32
21690020;Schleswiger Volksbank, Volksbank Raiffeisenbank;GENODEF1SLW;32
21740043;Commerzbank;COBADEFFXXX;13
21741674;Commerzbank;COBADEFFXXX;13
21741825;Commerzbank;COBADEFFXXX;13
21750000;Nord-Ostsee Sparkasse;NOLADE21NOS;C8
21751230;Spar- und Leihkasse zu Bredstedt -alt-;NOLADE21BRD;00
21762550;Husumer Volksbank;GENODEF1HUM;32
21763542;VR Bank;GENODEF1BDS;32
21770011;Deutsche Bank;DEUTDEHH217;63
21770024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDB217;63
21791805;Sylter Bank;GENODEF1SYL;33
21791906;Föhr-Amrumer Bank;GENODEF1WYK;32
21840078;Commerzbank;COBADEFFXXX;13
21841328;Commerzbank;COBADEFFXXX;13
21851830;Verbandssparkasse Meldorf -alt-;NOLADE21MLD;A2
21852310;Sparkasse Hennstedt-Wesselburen;NOLADE21WEB;A2
21860418;Raiffeisenbank Heide;GENODEF1RHE;32
21890022;Dithmarscher Volks- und Raiffeisenbank;GENODEF1DVR;32
22140028;Commerzbank;COBADEFFXXX;13
22141028;Commerzbank;COBADEFFXXX;13
22141428;Commerzbank;COBADEFFXXX;13
22141628;Commerzbank;COBADEFFXXX;13
22150000;Sparkasse Elmshorn;NOLADE21ELH;A2
22151730;Stadtsparkasse Wedel;NOLADE21WED;D6
22163114;Raiffeisenbank Elbmarsch;GENODEF1HTE;33
22180000;Commerzbank vormals Dresdner Bank;DRESDEFF221;76
22181400;Commerzbank vormals Dresdner Bank;DRESDEFF206;76
22190030;Volksbank Elmshorn -alt-;GENODEF1ELM;48
22191405;Volksbank Pinneberg-Elmshorn;GENODEF1PIN;48
22240073;Commerzbank;COBADEFFXXX;13
22250020;Sparkasse Westholstein;NOLADE21WHO;A2
22251580;Landsparkasse Schenefeld -alt-;NOLADE21SHF;A2
22280000;Commerzbank vormals Dresdner Bank;DRESDEFF201;76
22290031;Volksbank Raiffeisenbank Itzehoe;GENODEF1VIT;10
23000000;Bundesbank eh Lübeck;MARKDEF1230;09
23010111;SEB;ESSEDE5F230;13
23040022;Commerzbank;COBADEFFXXX;13
23050000;HSH Nordbank Hamburg;HSHNDEHH230;C5
23050101;Sparkasse zu Lübeck;NOLADE21SPL;00
23051030;Sparkasse Südholstein;NOLADE21SHO;A2
23051610;Sparkasse Stormarn -alt-;NOLADE21STO;A7
23052750;Kreissparkasse Herzogtum Lauenburg;NOLADE21RZB;A2
23061220;Raiffeisenbank Leezen;GENODEF1LZN;32
23062124;Raiffeisenbank;GENODEF1BAR;33
23063129;Raiffeisenbank;GENODEF1RLB;33
23064107;Raiffeisenbank;GENODEF1BCH;32
23070700;Deutsche Bank Privat und Geschäftskunden;DEUTDEDB237;63
23070710;Deutsche Bank;DEUTDEHH222;63
23080040;Commerzbank vormals Dresdner Bank;DRESDEFF230;76
23089201;Commerzbank vormals Dresdner Bank ITGK;DRESDEFFI08;09
23090142;Volksbank Lübeck;GENODEF1HLU;10
23092620;apoBank;DAAEDED1020;A4
24040000;Commerzbank;COBADEFFXXX;13
24050110;Sparkasse Lüneburg;NOLADE21LBG;00
24060300;Volksbank Lüneburger Heide;GENODEF1NBU;28
24061392;Volksbank Bleckede-Dahlenburg -alt-;GENODEF1DAB;28
24070024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDB240;63
24070075;Deutsche Bank;DEUTDE2H240;63
24080000;Commerzbank vormals Dresdner Bank;DRESDEFF240;76
24090041;Volksbank Lüneburg -alt-;GENODEF1LUE;28
24121000;Ritterschaftliches Kreditinstitut Stade;GENODED1RKI;09
24140041;Commerzbank;COBADEFFXXX;13
24150001;Stadtsparkasse Cuxhaven;BRLADE21CUX;00
24151005;Sparkasse Stade-Altes Land;NOLADE21STS;00
24151116;Kreissparkasse Stade;NOLADE21STK;00
24151235;Sparkasse Rotenburg-Bremervörde;BRLADE21ROB;00
24161594;Zevener Volksbank;GENODEF1SIT;28
24162898;Spar- u Darlehnskasse Börde Lamstedt-Hechthausen;GENODEF1LAS;28
24180000;Commerzbank vormals Dresdner Bank;DRESDEFF242;76
24180001;Commerzbank vormals Dresdner Bank;DRESDEFF241;76
24191015;Volksbank Stade-Cuxhaven;GENODEF1SDE;28
25000000;Bundesbank;MARKDEF1250;09
25010030;Postbank;PBNKDEFFXXX;24
25010111;SEB;ESSEDE5F250;13
25010424;Aareal Bank;AARBDE5W250;09
25010600;Deutsche Hypothekenbank;DEHYDE2HXXX;01
25010900;Calenberger Kreditverein;CKVHDE21XXX;28
25020200;BHF-BANK;BHFBDEFF250;60
25020600;Santander Consumer Bank;SCFBDE33XXX;41
25040060;Commerzbank CC;COBADEFFXXX;09
25040061;Commerzbank CC;COBADEFFXXX;09
25040066;Commerzbank;COBADEFFXXX;13
25050000;Norddeutsche Landesbank Girozentrale;NOLADE2HXXX;27
25050055;ZVA Norddeutsche Landesbank SH;NOLADE21CSH;09
25050180;Sparkasse Hannover;SPKHDE2HXXX;A3
25050299;Sparkasse Hannover -alt-;           ;A3
25055500;LBS-Norddeutsche Landesbausparkasse;NOLADE21LBS;26
25060000;DZ BANK;GENODEFF250;09
25060180;Bankhaus Hallbaum;HALLDE2HXXX;C3
25069168;Volks- und Raiffeisenbank Leinebergland;GENODEF1DES;28
25069262;Raiffeisen-Volksbank Neustadt;GENODEF1NST;28
25069270;Volksbank Aller-Oker;GENODEF1MUA;28
25069370;Volksbank Vechelde-Wendeburg;GENODEF1WBU;28
25069503;Volksbank Diepholz-Barnstorf;GENODEF1BNT;28
25070024;Deutsche Bank Privat und Geschäftskunden;DEUTDEDBHAN;63
25070066;Deutsche Bank;DEUTDE2H265;63
25070070;Deutsche Bank;DEUTDE2HXXX;63
25070077;Deutsche Bank;DEUTDE2H256;63
25070084;Deutsche Bank;DEUTDE2H258;63
25070086;Deutsche Bank;DEUTDE2H251;63
25080020;Commerzbank vormals Dresdner Bank;DRESDEFF250;76
25080085;Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 2;DRESDEFFI65;09
25089220;Commerzbank vormals Dresdner Bank ITGK;DRESDEFFI09;09
25090300;Bank für Schiffahrt (BFS) Fil d Ostfr VB Leer;GENODEF1BFS;28
25090500;Sparda-Bank Hannover;GENODEF1S09;81
25090608;apoBank;DAAEDED1008;A4
25090900;PSD Bank;GENODEF1P09;91
